SEQENCE_ID                     TM SP PREDICTION
PF3D7_1306200.1-p1              0  Y n3-15c20/21o
PF3D7_1306500.1-p1             11  0 i757-779o785-808i1027-1051o1071-1095i1107-1133o1513-1532i1539-1558o1694-1712i1724-1739o1751-1768i1775-1793o
PF3D7_1306900.1-p1              0  0 i
PF3D7_1307000.1-p1              0  0 i
PF3D7_1307500.1-p1              0  0 i
PF3D7_1307900.1-p1              0  0 i
PF3D7_1308000.1-p1              4  0 i317-340o603-628i648-669o689-712i
PF3D7_1308400.1-p1              9  0 o1877-1897i2450-2471o2524-2544i2907-2928o2948-2966i3161-3180o4669-4691i4768-4789o5713-5734i
PF3D7_1308500.1-p1              0  0 i
PF3D7_1308600.1-p1              0  0 i
PF3D7_1309000.1-p1              0  0 i
PF3D7_1309500.1-p1              0  0 i
PF3D7_1309700.1-p1              4  0 o719-740i1094-1112o1160-1186i1198-1220o
PF3D7_1309800.1-p1              0  0 i
PF3D7_1310200.1-p1              2  0 i7-25o107-132i
PF3D7_1310300.1-p1              0  0 i
PF3D7_1310500.1-p1              2  0 o6-24i155-175o
PF3D7_1310600.1-p1              0  0 i
PF3D7_1310700.1-p1              0  0 i
PF3D7_1310800.1-p1              0  0 i
PF3D7_1311000.1-p1              0  0 i
PF3D7_1311400.1-p1              0  0 i
PF3D7_1312200.1-p1              0  0 i
PF3D7_1312450.1-p1              0  0 i
PF3D7_1312500.1-p1              0  0 i
PF3D7_1312700.1-p1              0  0 i
PF3D7_1312800.1-p1              0  0 i
PF3D7_1313000.1-p1              0  0 i
PF3D7_1313500.1-p1             13  0 i57-75o329-348i369-388o437-455i476-497o545-568i910-929o1144-1168i1331-1353o1373-1398i1418-1443o1449-1466i1478-1509o
PF3D7_1313600.1-p1              1  0 o1520-1540i
PF3D7_1313800.1-p1             12  0 o1070-1093i1105-1123o1163-1180i1278-1296o1302-1322i1424-1446o1596-1613i1700-1716o2724-2747i2759-2781o2815-2833i2845-2862o
PF3D7_1313900.1-p1              1  0 o371-393i
PF3D7_1314000.1-p1              1  0 o898-920i
PF3D7_1314300.1-p1              0  0 i
PF3D7_1314400.1-p1              0  0 i
PF3D7_1314500.1-p1              1  Y n8-19c24/25o174-196i
PF3D7_1314800.1-p1              0  0 i
PF3D7_1315000.1-p1              3  0 i99-118o130-149i169-197o
PF3D7_1315200.1-p1              0  0 i
PF3D7_1315300.1-p1              0  0 i
PF3D7_1315400.1-p1              0  0 i
PF3D7_1315500.1-p1              2  0 o115-135i147-171o
PF3D7_1315900.1-p1              0  0 i
PF3D7_1316200.1-p1              2  0 o6-24i45-64o
PF3D7_1316300.1-p1              0  Y n4-12c17/18o
PF3D7_1316400.1-p1              0  0 i
PF3D7_1316700.1-p1              0  Y n5-16c24/25o
PF3D7_1316800.1-p1              2  0 i212-229o235-257i
PF3D7_1317500.1-p1              1  0 i23-45o
PF3D7_1318000.1-p1              4  0 o12-31i43-66o72-96i123-145o
PF3D7_1318100.1-p1              0  Y n3-14c19/20o
PF3D7_1318300.1-p1              0  0 i
PF3D7_1318600.1-p1              0  0 i
PF3D7_1318800.1-p1              3  0 o24-45i94-116o217-241i
PF3D7_1319800.1-p1              1  0 i65-83o
PF3D7_1319900.1-p1              0  Y n6-17c24/25o
PF3D7_1320200.1-p1              0  0 i
PF3D7_1320500.1-p1              0  0 i
PF3D7_1320600.1-p1              0  0 i
PF3D7_1321200.1-p1              0  0 i
PF3D7_1321300.1-p1              9  0 o1307-1323i1644-1661o1696-1717i2226-2243o2338-2357i2429-2453o2730-2749i2922-2940o3245-3268i
PF3D7_1321800.1-p1              4  0 i117-142o148-170i182-200o206-227i
PF3D7_1321900.1-p1              0  Y n6-17c21/22o
PF3D7_1322200.1-p1              4  0 o2072-2090i2102-2120o2132-2151i2492-2509o
PF3D7_1322800.1-p1              0  0 i
PF3D7_1322900.1-p1              3  0 o6-27i186-212o224-243i
PF3D7_1323600.1-p1              1  0 o6-27i
PF3D7_1323700.1-p1              6  0 i34-54o74-97i118-144o159-183i195-214o226-247i
PF3D7_1323800.1-p1              1  0 o713-736i
PF3D7_1324300.1-p1              8  0 o201-219i446-463o856-877i967-986o1006-1023i1073-1093o5212-5230i5321-5339o
PF3D7_1324600.1-p1              4  0 o1468-1489i1510-1535o1541-1557i1633-1658o
PF3D7_1324700.1-p1              0  0 i
PF3D7_1325300.1-p1              0  0 i
PF3D7_1325400.1-p1              0  0 i
PF3D7_1325500.1-p1              0  0 i
PF3D7_1325700.1-p1              1  0 i58-77o
PF3D7_1325900.1-p1              1  0 o2585-2604i
PF3D7_1326000.1-p1              1  0 i133-153o
PF3D7_1326100.1-p1              0  0 i
PF3D7_1326200.1-p1              0  0 i
PF3D7_1326500.1-p1              1  0 o2087-2111i
PF3D7_1326600.1-p1              4  0 o1666-1683i1723-1742o2378-2400i3311-3332o
PF3D7_1326800.1-p1              1  0 o422-440i
PF3D7_1327100.1-p1              1  0 o6-28i
PF3D7_1327500.1-p1              0  0 i
PF3D7_1327700.1-p1              0  0 i
PF3D7_1328000.1-p1              0  0 i
PF3D7_1328100.1-p1              0  0 i
PF3D7_1328300.1-p1              2  0 i129-151o220-245i
PF3D7_1328400.1-p1              2  0 i401-424o463-488i
PF3D7_1329300.1-p1              0  0 i
PF3D7_1329800.1-p1              2  0 o1094-1116i1137-1154o
PF3D7_1329900.1-p1              2  0 i104-121o127-145i
PF3D7_1330000.1-p1              0  0 i
PF3D7_1330100.1-p1              1  0 o6-26i
PF3D7_1330200.1-p1              1  0 o6-23i
PF3D7_1330300.1-p1              1  0 o308-328i
PF3D7_1330400.1-p1              8  0 i28-45o51-70i90-109o115-137i149-167o173-192i204-228o240-264i
PF3D7_1331400.1-p1              0  Y n6-17c25/26o
PF3D7_1332000.1-p1              1  0 o262-280i
PF3D7_1332100.1-p1             11  0 i9-29o35-52i64-84o128-153i168-188o200-219i308-330o358-377i398-420o432-454i496-516o
PF3D7_1332300.1-p1              0  0 i
PF3D7_1333000.1-p1              0  Y n3-14c19/20o
PF3D7_1333200.1-p1              3  Y n3-18c26/27o431-452i515-536o1315-1342i
PF3D7_1333300.1-p1              1  Y n4-13c17/18o179-201i
PF3D7_1333400.1-p1              0  Y n8-19c23/24o
PF3D7_1333500.1-p1              0  0 i
PF3D7_1333700.1-p1              0  0 i
PF3D7_1333800.1-p1              0  0 i
PF3D7_1333900.1-p1              2  0 o261-280i973-993o
PF3D7_1334300.1-p1              0  Y n5-16c21/22o
PF3D7_1334400.1-p1              0  Y n5-16c21/22o
PF3D7_1334500.1-p1              0  Y n6-17c22/23o
PF3D7_1334600.1-p1              0  Y n4-15c23/24o
PF3D7_1334700.1-p1              0  Y n8-19c27/28o
PF3D7_1334800.1-p1              0  Y n5-16c20/21o
PF3D7_1335000.1-p1              0  Y n5-16c21/22o
PF3D7_1335100.1-p1              0  Y n5-16c21/22o
PF3D7_1335300.1-p1              1  0 o3188-3208i
PF3D7_1335700.1-p1              1  0 o1532-1559i
PF3D7_1335800.1-p1              0  0 i
PF3D7_1335900.1-p1              0  Y n10-21c25/26o
PF3D7_1336100.1-p1              0  0 i
PF3D7_1336300.1-p1              4  0 i172-191o197-219i231-255o290-317i
PF3D7_1336400.1-p1              0  0 i
PF3D7_1336600.1-p1              0  0 i
PF3D7_1336700.1-p1              0  Y n6-17c22/23o
PF3D7_1338000.1-p1             11  0 o6-24i36-62o82-105i132-149o179-211i282-312o332-351i358-381o401-427i453-473o479-497i
PF3D7_1338100.1-p1              0  0 i
PF3D7_1338500.1-p1              0  0 i
PF3D7_1338600.1-p1              0  Y n16-28c33/34o
PF3D7_1338800.1-p1              0  Y n5-14c18/19o
PF3D7_1339600.1-p1              4  0 i52-72o479-501i522-539o551-571i
PF3D7_1339700.1-p1              0  0 i
PF3D7_1339900.1-p1              3  0 o281-301i365-387o399-417i
PF3D7_1340000.1-p1              0  Y n5-16c24/25o
PF3D7_1340100.1-p1              0  0 i
PF3D7_1340200.1-p1              0  Y n2-12c17/18o
PF3D7_1340400.1-p1              0  0 i
PF3D7_1340500.1-p1              0  0 i
PF3D7_1340700.1-p1              0  0 i
PF3D7_1340900.1-p1             10  0 o6-27i48-67o87-106i113-133o145-171i183-201o236-261i523-545o565-597i652-674o
PF3D7_1341500.1-p1              0  0 i
PF3D7_1341700.1-p1              1  0 i86-104o
PF3D7_1342200.1-p1              4  0 i398-420o426-443i538-558o612-634i
PF3D7_1342300.1-p1              0  0 i
PF3D7_1342500.1-p1              0  Y n5-16c21/22o
PF3D7_1343500.1-p1              0  Y n10-20c25/26o
PF3D7_1343800.1-p1              5  0 o2283-2301i2418-2436o7080-7100i7121-7144o7150-7169i
PF3D7_1344700.1-p1              0  0 i
PF3D7_1345000.1-p1              0  0 i
PF3D7_1345100.1-p1              0  Y n5-16c20/21o
PF3D7_1345500.1-p1              1  0 i7-27o
PF3D7_1345900.1-p1              0  0 i
PF3D7_1346100.1-p1             10  0 i31-53o73-94i115-137o143-165i172-193o205-221i242-263o283-304i416-434o440-458i
PF3D7_1346200.1-p1              0  0 i
PF3D7_1346400.1-p1              2  0 o5669-5689i5701-5724o
PF3D7_1346600.1-p1              0  0 i
PF3D7_1346700.1-p1              1  Y n12-22c27/28o428-447i
PF3D7_1346800.1-p1              2  0 o6-21i420-437o
PF3D7_1347000.1-p1              0  0 i
PF3D7_1347200.1-p1             11  0 i35-53o65-83i90-110o116-139i151-170o190-210i242-260o272-289i309-328o340-366i378-403o
PF3D7_1347300.1-p1              4  0 i72-91o97-120i132-155o167-194i
PF3D7_1347400.1-p1              2  0 i65-88o100-120i
PF3D7_1347600.1-p1              1  0 o6-26i
PF3D7_1347900.1-p1              0  0 i
PF3D7_1348000.1-p1              2  0 o477-496i612-630o
PF3D7_1348400.1-p1              6  0 o1716-1735i1862-1883o2485-2501i2522-2542o2935-2952i3633-3654o
PF3D7_1349500.1-p1              5  0 o1222-1242i1545-1572o1592-1612i1702-1721o3253-3275i
PF3D7_1349900.1-p1              1  0 o6-22i
PF3D7_1350000.1-p1              0  0 i
PF3D7_1350200.1-p1              0  0 i
PF3D7_1350500.1-p1              1  0 i9-31o
PF3D7_1350600.1-p1              2  0 o6-26i198-218o
PF3D7_1351000.1-p1              2  0 i1069-1089o1095-1116i
PF3D7_1351100.1-p1              0  0 i
PF3D7_1351200.1-p1              1  Y n3-14c22/23o1470-1491i
PF3D7_1351300.1-p1              5  0 o12-34i41-70o90-111i281-312o324-343i
PF3D7_1351800.2-p1              0  Y n3-12c17/18o
PF3D7_1352000.1-p1              2  0 o6-24i135-153o
PF3D7_1352100.1-p1              6  0 i357-378o398-417i478-498o504-527i598-616o622-642i
PF3D7_1352300.1-p1              0  0 i
PF3D7_1352400.1-p1              0  0 i
PF3D7_1352500.1-p1              1  Y n7-17c22/23o167-191i
PF3D7_1352800.1-p1              0  0 i
PF3D7_1352900.1-p1              0  0 i
PF3D7_1353100.1-p1              3  0 i42-62o187-206i218-238o
PF3D7_1353200.1-p1              1  0 i74-92o
PF3D7_1353300.1-p1              4  0 o6-30i51-71o772-791i1890-1913o
PF3D7_1353600.1-p1              7  0 o6-23i39-56o62-79i100-119o125-141i153-171o183-203i
PF3D7_1353700.1-p1              2  0 i115-137o143-166i
PF3D7_1353800.1-p1              0  0 i
PF3D7_1353900.1-p1              0  0 i
PF3D7_1354000.1-p1              0  0 i
PF3D7_1354100.1-p1              0  0 i
PF3D7_1354700.1-p1              0  0 i
PF3D7_1355200.1-p1              1  0 o455-473i
PF3D7_1356000.1-p1              0  0 i
PF3D7_1356100.1-p1              0  0 i
PF3D7_1356300.1-p1              0  0 i
PF3D7_1356500.1-p1              3  0 o36-61i68-91o103-129i
PF3D7_1356600.1-p1              0  0 i
PF3D7_1356700.1-p1              1  0 o133-157i
PF3D7_1357300.1-p1              0  0 i
PF3D7_1358200.1-p1              7  0 i503-522o528-544i696-717o1042-1060i1086-1107o1113-1131i1138-1154o
PF3D7_1358400.1-p1              2  0 i74-93o99-117i
PF3D7_1358500.1-p1              0  0 i
PF3D7_1358700.1-p1              3  0 o12-31i43-61o81-100i
PF3D7_1359000.1-p1             13  0 i210-228o248-271i557-574o913-932i1155-1171o1177-1197i1392-1415o1421-1439i1630-1648o1995-2012i2024-2050o3171-3193i3214-3231o
PF3D7_1359400.1-p1              0  0 i
PF3D7_1359500.1-p1              0  0 i
PF3D7_1359600.1-p1              0  0 i
PF3D7_1359800.1-p1              0  0 i
PF3D7_1359900.1-p1              4  0 o413-430i450-468o474-495i515-540o
PF3D7_1360200.1-p1              3  0 o12-32i117-138o169-191i
PF3D7_1360300.1-p1              3  0 o12-28i222-243o343-362i
PF3D7_1360800.1-p1              0  0 i
PF3D7_1361300.1-p1              4  0 i21-45o65-87i108-129o149-168i
PF3D7_1361600.1-p1              0  0 i
PF3D7_1361800.1-p1              0  0 i
PF3D7_1361900.1-p1              0  0 i
PF3D7_1362100.1-p1              0  0 i
PF3D7_1362300.1-p1              3  0 o13-32i96-121o141-158i
PF3D7_1362400.1-p1              0  0 i
PF3D7_1362800.1-p1              8  0 o921-944i1094-1119o1125-1141i1148-1165o1531-1552i1817-1834o1866-1884i1987-2005o
PF3D7_1363000.1-p1              5  0 o507-524i678-696o736-756i768-786o1056-1074i
PF3D7_1363100.1-p1              1  0 o888-905i
PF3D7_1363500.1-p1              0  0 i
PF3D7_1363600.1-p1              0  0 i
PF3D7_1363700.1-p1              1  0 i12-31o
PF3D7_1363800.1-p1              3  Y n4-16c20/21o379-400i412-433o453-472i
PF3D7_1364000.1-p1              0  0 i
PF3D7_1364100.1-p1              1  Y n8-19c26/27o772-792i
PF3D7_1364400.1-p1              6  0 i577-595o1679-1705i1846-1863o2443-2463i2751-2769o3057-3075i
PF3D7_1364500.1-p1              0  0 i
PF3D7_1365200.1-p1              1  0 i21-42o
PF3D7_1365700.1-p1              6  0 i164-185o205-235i242-271o296-318i330-349o361-384i
PF3D7_1365800.1-p1              0  0 i
PF3D7_1366200.1-p1              0  Y n10-21c29/30o
PF3D7_1366900.1-p1              0  0 i
PF3D7_1367000.1-p1              0  0 i
PF3D7_1367300.1-p1              0  Y n4-15c20/21o
PF3D7_1367600.1-p1              1  0 i197-214o
PF3D7_1367800.1-p1              0  Y n6-17c21/22o
PF3D7_1367900.1-p1              1  0 i5-24o
PF3D7_1368000.1-p1              0  Y n6-17c24/25o
PF3D7_1368300.1-p1              0  0 i
PF3D7_1368500.1-p1              3  0 o675-695i707-725o775-792i
PF3D7_1368900.1-p1              0  0 i
PF3D7_1369000.1-p1              9  0 i21-38o342-360i372-395o432-455i605-626o632-652i659-677o746-763i775-794o
PF3D7_1369200.1-p1              2  0 o583-605i617-643o
PF3D7_1369400.1-p1              7  0 i273-292o326-346i816-837o849-867i1260-1278o2387-2405i2520-2544o
PF3D7_1369600.1-p1              0  Y n3-14c22/23o
PF3D7_1369700.1-p1              0  0 i
PF3D7_1370300.1-p1              1  0 o107-128i
PF3D7_1371500.1-p1              2  0 o6-25i144-167o
PF3D7_1371800.1-p1              3  Y n3-14c22/23o315-333i354-376o382-406i
PF3D7_1371900.1-p1              0  Y n11-22c28/29o
PF3D7_1372000.1-p1              2  0 i21-44o395-411i
PF3D7_1372100.1-p1              1  0 o12-31i
PF3D7_1372200.1-p1              0  Y n10-21c26/27o
PF3D7_1372300.1-p1              0  Y n12-23c27/28o
PF3D7_1372600.1-p1              1  0 o243-265i
PF3D7_1372700.1-p1              1  0 o303-328i
PF3D7_1372800.1-p1              1  Y n7-14c19/20o257-282i
PF3D7_1373000.1-p1              1  0 o295-316i
PF3D7_1373100.1-p1              1  0 o300-321i
PF3D7_1373300.1-p1              1  Y n8-21c26/27o313-334i
PF3D7_1373400.1-p1              1  0 o335-357i
PF3D7_1373500.1-p1              1  0 o1759-1780i
PF3D7_1400200.1-p1              1  0 o323-344i
PF3D7_1400300.1-p1              1  Y n8-19c26/27o300-322i
PF3D7_1400400.1-p1              1  0 o295-317i
PF3D7_1400500.1-p1              1  Y n8-19c27/28o297-319i
PF3D7_1400600.1-p1              1  0 o323-348i
PF3D7_1400700.1-p1              1  Y n9-20c26/27o255-275i
PF3D7_1400800.1-p1              1  Y n8-19c26/27o270-296i
PF3D7_1401000.1-p1              1  0 i46-67o
PF3D7_1401100.1-p1              1  0 i27-45o
PF3D7_1401200.1-p1              1  Y n9-20c24/25o233-255i
PF3D7_1401400.1-p1              1  Y n6-16c21/22o52-76i
PF3D7_1401600.1-p1              1  0 i50-70o
PF3D7_1401700.1-p1              0  0 i
PF3D7_1402000.1-p1              3  0 o126-145i254-271o277-295i
PF3D7_1402300.1-p1              0  0 i
PF3D7_1402900.1-p1              1  0 o857-880i
PF3D7_1403100.1-p1              3  0 i174-194o1364-1382i1480-1501o
PF3D7_1403200.1-p1              0  Y n10-20c25/26o
PF3D7_1403300.1-p1              3  0 i400-416o436-455i864-884o
PF3D7_1403500.1-p1              0  0 i
PF3D7_1403600.1-p1              1  0 i37-63o
PF3D7_1403700.1-p1              7  0 o36-53i98-121o164-185i192-211o217-235i247-271o300-321i
PF3D7_1404200.1-p1              0  0 i
PF3D7_1404300.1-p1              0  Y n4-14c19/20o
PF3D7_1404700.1-p1              0  Y n4-15c20/21o
PF3D7_1404800.1-p1              0  Y n11-24c35/36o
PF3D7_1404900.1-p1              1  0 o6-22i
PF3D7_1405200.1-p1              0  0 i
PF3D7_1405700.1-p1              5  0 o289-311i323-343o363-380i387-405o411-427i
PF3D7_1406100.1-p1              1  0 i378-395o
PF3D7_1406400.1-p1              0  0 i
PF3D7_1406700.1-p1              0  0 i
PF3D7_1406800.1-p1              6  0 i32-51o80-100i120-139o159-181i193-214o220-239i
PF3D7_1407000.1-p1              0  Y n7-18c22/23o
PF3D7_1407200.1-p1              1  0 i260-281o
PF3D7_1407600.1-p1              0  0 i
PF3D7_1407700.1-p1              0  0 i
PF3D7_1408300.1-p1              1  0 o98-121i
PF3D7_1408700.1-p1              8  0 o1308-1328i1517-1533o3558-3576i3588-3606o3612-3629i4323-4350o5325-5345i5640-5659o
PF3D7_1409200.1-p1              0  0 i
PF3D7_1409400.1-p1              4  0 i47-65o71-94i114-137o149-170i
PF3D7_1409700.1-p1              0  0 i
PF3D7_1409800.1-p1              0  0 i
PF3D7_1410000.1-p1              0  0 i
PF3D7_1410400.1-p1              0  Y n5-16c22/23o
PF3D7_1410500.1-p1              0  0 i
PF3D7_1410700.1-p1              0  Y n4-14c19/20o
PF3D7_1411000.1-p1             11  0 o1052-1071i1092-1112o1140-1162i1174-1192o1694-1713i1725-1742o1748-1765i1833-1858o1878-1900i1920-1938o2036-2053i
PF3D7_1411100.1-p1             10  0 i28-52o58-77i84-104o116-138i159-185o205-226i238-257o263-282i294-314o326-345i
PF3D7_1411300.1-p1              0  0 i
PF3D7_1411400.1-p1              0  Y n6-14c19/20o
PF3D7_1411500.1-p1              0  0 i
PF3D7_1411600.1-p1              1  0 o6-27i
PF3D7_1411800.1-p1              1  0 o6-32i
PF3D7_1412200.1-p1              0  0 i
PF3D7_1412300.1-p1              0  0 i
PF3D7_1412400.1-p1              4  0 o599-617i1223-1240o1246-1265i1427-1445o
PF3D7_1412500.1-p1              0  0 i
PF3D7_1412900.1-p1              1  0 o246-263i
PF3D7_1412900.2-p1              0  0 i
PF3D7_1413300.1-p1              1  0 o32-55i
PF3D7_1413500.1-p1              1  0 o6-27i
PF3D7_1413700.1-p1              0  0 i
PF3D7_1413800.1-p1              0  0 i
PF3D7_1413900.1-p1              5  0 i32-49o129-154i161-181o205-226i362-379o
PF3D7_1414000.1-p1              0  0 i
PF3D7_1414800.1-p1              0  0 i
PF3D7_1415100.1-p1              1  0 o442-462i
PF3D7_1415500.1-p1             13  0 o463-480i653-674o686-705i717-739o745-762i783-806o872-889i896-915o921-945i957-977o1014-1032i1066-1090o1096-1118i
PF3D7_1415600.1-p1              2  0 o1083-1116i1128-1149o
PF3D7_1416000.1-p1              3  0 o6-23i113-136o148-169i
PF3D7_1416100.1-p1              2  0 o851-869i876-894o
PF3D7_1416700.1-p1              0  Y n6-17c25/26o
PF3D7_1416900.1-p1              0  0 i
PF3D7_1417000.1-p1              0  0 i
PF3D7_1417600.1-p1              3  0 i129-155o161-181i482-500o
PF3D7_1418000.1-p1              0  0 i
PF3D7_1418100.1-p1              0  Y n3-12c17/18o
PF3D7_1418200.1-p1              0  0 i
PF3D7_1418300.1-p1              0  0 i
PF3D7_1419200.1-p1              0  Y n5-13c17/18o
PF3D7_1419400.1-p1              5  0 o1943-1960i2031-2048o2054-2071i2078-2098o2104-2127i
PF3D7_1420000.1-p1              0  0 i
PF3D7_1420300.1-p1              0  0 i
PF3D7_1420500.1-p1              9  0 o6-29i41-66o72-98i235-254o982-1000i1012-1030o1050-1071i1092-1117o1145-1164i
PF3D7_1420700.1-p1              1  Y n6-17c22/23o948-966i
PF3D7_1421000.1-p1              0  0 i
PF3D7_1421100.1-p1              2  0 o223-239i310-329o
PF3D7_1421900.1-p1              2  Y n13-23c28/29o64-83i128-156o
PF3D7_1422200.1-p1              0  0 i
PF3D7_1422300.1-p1              0  0 i
PF3D7_1422700.1-p1              0  0 i
PF3D7_1422800.1-p1              0  0 i
PF3D7_1423100.1-p1              0  0 i
PF3D7_1423400.1-p1              4  0 o300-317i556-576o1376-1396i1403-1426o
PF3D7_1423500.1-p1              0  0 i
PF3D7_1423800.1-p1              1  0 i499-523o
PF3D7_1425700.1-p1              2  0 i247-264o276-299i
PF3D7_1425900.1-p1              1  0 o296-315i
PF3D7_1426300.1-p1              0  0 i
PF3D7_1426500.1-p1              6  0 i400-421o433-455i476-503o509-532i544-562o629-651i
PF3D7_1427000.1-p1              1  0 i12-29o
PF3D7_1427200.1-p1              1  0 o20-38i
PF3D7_1427400.1-p1              8  0 i33-50o70-87i99-119o125-142i175-199o230-263i420-440o452-470i
PF3D7_1427600.1-p1              2  0 i419-437o449-471i
PF3D7_1427700.1-p1              1  0 o31-50i
PF3D7_1427800.1-p1              0  0 i
PF3D7_1428000.1-p1             10  0 o18-42i63-81o135-159i171-192o198-218i239-255o261-277i284-301o346-365i372-392o
PF3D7_1428200.1-p1             12  0 i39-58o89-106i199-223o229-251i263-283o295-318i587-611o623-646i658-677o683-703i724-746o776-795i
PF3D7_1428300.1-p1              0  0 i
PF3D7_1428700.1-p1              0  0 i
PF3D7_1429300.1-p1              0  Y n6-13c21/22o
PF3D7_1429600.1-p1              3  0 o6-26i47-70o102-125i
PF3D7_1429800.1-p1              0  0 i
PF3D7_1430000.1-p1              3  0 o185-203i210-231o237-258i
PF3D7_1431400.1-p1              1  Y n10-19c24/25o974-989i
PF3D7_1431900.1-p1             10  0 i92-112o285-307i314-333o353-375i387-407o413-434i455-476o516-534i620-641o661-682i
PF3D7_1432000.1-p1              1  0 i417-437o
PF3D7_1432100.1-p1              0  0 i
PF3D7_1432200.1-p1              0  0 i
PF3D7_1432300.1-p1              6  0 o435-457i812-830o842-859i1183-1203o1427-1450i1462-1479o
PF3D7_1432400.1-p1              0  0 i
PF3D7_1432800.1-p1              2  0 o293-310i361-386o
PF3D7_1432900.1-p1              0  0 i
PF3D7_1433000.1-p1              0  0 i
PF3D7_1433100.1-p1              6  0 o135-155i367-389o409-428i662-678o766-784i1091-1109o
PF3D7_1433300.1-p1              0  0 i
PF3D7_1433400.1-p1             12  0 o132-156i400-423o429-456i577-594o614-638i650-668o680-697i704-726o746-769i781-807o878-895i1090-1115o
PF3D7_1433700.1-p1              2  0 o6-24i142-158o
PF3D7_1433800.1-p1              5  0 i12-32o565-588i1105-1125o2214-2235i2256-2274o
PF3D7_1434000.1-p1              0  0 i
PF3D7_1434200.1-p1              0  0 i
PF3D7_1434300.1-p1              0  0 i
PF3D7_1434400.1-p1              1  0 o267-284i
PF3D7_1434900.1-p1              0  0 i
PF3D7_1435400.1-p1              2  0 o90-116i137-156o
PF3D7_1435500.1-p1              0  0 i
PF3D7_1435700.1-p1              0  0 i
PF3D7_1435700.2-p1              0  0 i
PF3D7_1435900.1-p1              0  0 i
PF3D7_1436100.1-p1              9  0 o6-25i37-56o477-495i530-547o553-574i615-637o673-692i1154-1174o1822-1846i
PF3D7_1436300.1-p1              0  Y n3-14c21/22o
PF3D7_1436400.1-p1              1  0 o963-982i
PF3D7_1436500.1-p1              0  0 i
PF3D7_1436700.1-p1              1  0 i188-206o
PF3D7_1436900.1-p1              0  0 i
PF3D7_1437100.1-p1              1  0 o75-92i
PF3D7_1437300.1-p1              0  0 i
PF3D7_1437500.1-p1              6  0 i91-108o114-135i147-167o173-195i207-232o238-261i
PF3D7_1437600.1-p1              1  0 o376-393i
PF3D7_1437800.1-p1              1  0 o20-37i
PF3D7_1438100.1-p1              3  0 o143-162i169-198o231-249i
PF3D7_1439000.1-p1              3  0 o6-23i114-136o177-205i
PF3D7_1439300.1-p1              3  Y n5-16c20/21o1155-1173i1671-1690o1761-1784i
PF3D7_1439800.1-p1              1  0 i223-240o
PF3D7_1440400.1-p1              0  0 i
PF3D7_1440700.1-p1              0  0 i
PF3D7_1440800.1-p1             12  0 i28-51o63-83i90-109o115-135i147-174o180-201i389-414o426-445i457-478o484-512i524-543o549-570i
PF3D7_1441100.1-p1              0  0 i
PF3D7_1441500.1-p1              0  0 i
PF3D7_1442100.1-p1              0  0 i
PF3D7_1442200.1-p1              0  0 i
PF3D7_1442400.1-p1              0  0 i
PF3D7_1442600.1-p1              1  Y n6-17c22/23o3476-3495i
PF3D7_1442800.1-p1              0  0 i
PF3D7_1442900.1-p1              6  0 o1656-1677i2339-2359o2458-2479i2515-2531o2719-2737i2805-2823o
PF3D7_1443200.1-p1              0  0 i
PF3D7_1443900.1-p1              0  0 i
PF3D7_1444000.1-p1              0  0 i
PF3D7_1444600.1-p1              0  0 i
PF3D7_1444900.1-p1              0  0 i
PF3D7_1445500.1-p1              0  0 i
PF3D7_1445700.1-p1              0  0 i
PF3D7_1445800.1-p1             13  0 o6-26i132-153o442-459i471-495o507-525i580-599o611-630i788-807o1065-1083i1090-1109o1115-1135i1156-1176o1188-1206i
PF3D7_1446100.1-p1              0  0 i
PF3D7_1446300.1-p1              8  0 i5-25o870-890i911-931o943-965i977-997o1003-1026i1054-1076o1082-1102i
PF3D7_1446700.1-p1              0  0 i
PF3D7_1446800.1-p1              0  0 i
PF3D7_1447500.1-p1              0  0 i
PF3D7_1447600.1-p1              0  Y n8-18c25/26o
PF3D7_1447700.1-p1              3  0 i35-58o73-95i116-140o
PF3D7_1447900.1-p1             10  0 i27-49o69-88i108-126o138-161i357-378o398-415i476-496o502-519i593-611o623-644i
PF3D7_1448500.1-p1              0  0 i
PF3D7_1448600.1-p1              1  0 o197-218i
PF3D7_1448800.1-p1              0  0 i
PF3D7_1449000.1-p1              1  Y n4-16c20/21o149-167i
PF3D7_1449200.1-p1              0  0 i
PF3D7_1449600.1-p1              0  0 i
PF3D7_1449800.1-p1              0  0 i
PF3D7_1450200.1-p1              0  0 i
PF3D7_1450800.1-p1              1  0 i352-372o
PF3D7_1451000.1-p1              0  0 i
PF3D7_1451600.1-p1              0  Y n6-14c20/21o
PF3D7_1451700.1-p1              0  0 i
PF3D7_1451800.1-p1              1  Y n40-52c60/61o772-791i
PF3D7_1452000.1-p1              3  Y n4-15c20/21o1115-1133i2002-2020o2069-2095i
PF3D7_1452100.1-p1              0  0 i
PF3D7_1452300.1-p1              5  Y n3-14c19/20o152-172i193-213o233-253i274-294o306-326i
PF3D7_1452500.1-p1              1  0 i190-210o
PF3D7_1452600.1-p1              9  0 o696-717i1026-1049o1752-1771i2054-2073o2093-2110i3033-3056o3062-3081i3093-3117o3123-3141i
PF3D7_1452900.1-p1              0  0 i
PF3D7_1453100.1-p1              0  0 i
PF3D7_1453200.1-p1              0  0 i
