Protein_id	Compartment	Score	Rank
PF3D7_0202200.1-p1	cyto_golg	2	6
PF3D7_0202300.1-p1	cyto	25	1
PF3D7_0202300.1-p1	mito	4	2
PF3D7_0202300.1-p1	E.R._mito	3.5	3
PF3D7_0202400.1-p1	E.R.	16.5	1
PF3D7_0202400.1-p1	extr	13	2
PF3D7_0202400.1-p1	E.R._golg	9.5	3
PF3D7_0202500.1-p1	extr	16	1
PF3D7_0202500.1-p1	plas	9	2
PF3D7_0202500.1-p1	pero	4	3
PF3D7_0202600.1-p1	cyto	16	1
PF3D7_0202600.1-p1	cyto_nucl	14.5	2
PF3D7_0202600.1-p1	nucl	11	3
PF3D7_0202600.1-p1	mito	4	4
PF3D7_0202700.1-p1	cyto_nucl	13.5	1
PF3D7_0202700.1-p1	nucl	13	2
PF3D7_0202700.1-p1	cyto	12	3
PF3D7_0202700.1-p1	mito	5	4
PF3D7_0202800.1-p1	extr	15	1
PF3D7_0202800.1-p1	cyto	13.5	2
PF3D7_0202800.1-p1	cyto_plas	7.5	3
PF3D7_0202900.1-p1	plas	32	1
PF3D7_0203000.1-p1	cyto	20	1
PF3D7_0203000.1-p1	cyto_nucl	12.8333	2
PF3D7_0203000.1-p1	cyto_mito	12.3333	3
PF3D7_0203000.1-p1	nucl	4.5	4
PF3D7_0203000.1-p1	mito_pero	4.33333	5
PF3D7_0203000.1-p1	mito	3	6
PF3D7_0203100.1-p1	cyto_nucl	19.5	1
PF3D7_0203100.1-p1	nucl	16.5	2
PF3D7_0203100.1-p1	cyto	15.5	3
PF3D7_0203200.1-p1	nucl	15.5	1
PF3D7_0203200.1-p1	cyto_nucl	13	2
PF3D7_0203200.1-p1	cyto	9.5	3
PF3D7_0203200.1-p1	cysk	3	4
PF3D7_0203300.1-p1	cyto	23.5	1
PF3D7_0203300.1-p1	cyto_nucl	14.5	2
PF3D7_0203300.1-p1	extr	5	3
PF3D7_0203400.1-p1	cyto	17.5	1
PF3D7_0203400.1-p1	cyto_nucl	10.5	2
PF3D7_0203400.1-p1	extr	5	3
PF3D7_0203400.1-p1	mito	5	4
PF3D7_0203400.1-p1	nucl	2.5	5
PF3D7_0203400.1-p1	extr_plas	2.5	6
PF3D7_0203400.1-p1	E.R._mito	2.5	7
PF3D7_0203600.1-p1	plas	23	1
PF3D7_0203600.1-p1	E.R._mito	4.5	2
PF3D7_0203600.1-p1	mito	4	3
PF3D7_0203600.1-p1	E.R.	3	4
PF3D7_0203700.1-p1	nucl	23	1
PF3D7_0203700.1-p1	cyto	7.5	2
PF3D7_0203700.1-p1	cyto_golg	4.5	3
PF3D7_0203800.1-p1	plas	22	1
PF3D7_0203800.1-p1	nucl	4	2
PF3D7_0203800.1-p1	cyto	3	3
PF3D7_0203900.1-p1	extr	15	1
PF3D7_0203900.1-p1	cyto	6	2
PF3D7_0203900.1-p1	mito	4	3
PF3D7_0203900.1-p1	nucl	3	4
PF3D7_0203900.1-p1	pero	3	5
PF3D7_0203900.1-p1	cyto_plas	3	6
PF3D7_0203900.1-p1	cyto_golg	3	7
PF3D7_0204000.1-p1	cyto	20	1
PF3D7_0204000.1-p1	cyto_nucl	16.6667	2
PF3D7_0204000.1-p1	cyto_pero	11.6667	3
PF3D7_0204000.1-p1	cyto_plas	11.1667	4
PF3D7_0204000.1-p1	nucl	9	5
PF3D7_0204100.1-p1	E.R.	20.5	1
PF3D7_0204100.1-p1	E.R._golg	11.5	2
PF3D7_0204100.1-p1	extr	8	3
PF3D7_0204200.1-p1	extr	14	1
PF3D7_0204200.1-p1	E.R.	13	2
PF3D7_0204200.1-p1	pero	2	3
PF3D7_0204300.1-p1	cyto	18	1
PF3D7_0204300.1-p1	nucl	6	2
PF3D7_0204300.1-p1	cysk	4	3
PF3D7_0204300.1-p1	mito_nucl	4	4
PF3D7_0204400.1-p1	extr	11	1
PF3D7_0204400.1-p1	mito	7	2
PF3D7_0204400.1-p1	cyto_nucl	7	3
PF3D7_0204400.1-p1	nucl	6.5	4
PF3D7_0204400.1-p1	cyto	6.5	5
PF3D7_0204500.1-p1	cyto	21.5	1
PF3D7_0204500.1-p1	cyto_mito	12.6667	2
PF3D7_0204500.1-p1	nucl	4	3
PF3D7_0204500.1-p1	mito_pero	3.33333	4
PF3D7_0204500.1-p1	mito	2.5	5
PF3D7_0204600.1-p1	E.R._golg	12	1
PF3D7_0204600.1-p1	E.R.	11	2
PF3D7_0204600.1-p1	golg	11	3
PF3D7_0204600.1-p1	extr	5	4
PF3D7_0204600.1-p1	mito_pero	2.5	5
PF3D7_0204700.1-p1	plas	32	1
PF3D7_0204800.1-p1	mito	13	1
PF3D7_0204800.1-p1	cyto	11.5	2
PF3D7_0204800.1-p1	cyto_nucl	9	3
PF3D7_0204800.1-p1	nucl	5.5	4
PF3D7_0204900.1-p1	cyto	27.5	1
PF3D7_0204900.1-p1	cyto_nucl	15	2
PF3D7_0205000.1-p1	cyto_nucl	16	1
PF3D7_0205000.1-p1	cyto	13.5	2
PF3D7_0205000.1-p1	nucl	11.5	3
PF3D7_0205000.1-p1	mito	6	4
PF3D7_0205100.1-p1	cyto_nucl	18.3333	1
PF3D7_0205100.1-p1	nucl	16.5	2
PF3D7_0205100.1-p1	cyto	15	3
PF3D7_0205100.1-p1	cyto_mito	8.66667	4
PF3D7_0205200.1-p1	cyto	23	1
PF3D7_0205200.1-p1	cyto_nucl	14	2
PF3D7_0205200.1-p1	extr	3	3
PF3D7_0205200.1-p1	nucl	3	4
PF3D7_0205300.1-p1	cyto_nucl	18	1
PF3D7_0205300.1-p1	nucl	15.5	2
PF3D7_0205300.1-p1	cyto	15.5	3
PF3D7_0205400.1-p1	cyto	18.5	1
PF3D7_0205400.1-p1	cyto_nucl	14.1667	2
PF3D7_0205400.1-p1	cyto_pero	10.8333	3
PF3D7_0205400.1-p1	cyto_plas	10.8333	4
PF3D7_0205400.1-p1	nucl	6.5	5
PF3D7_0205400.1-p1	E.R.	3	6
PF3D7_0205500.1-p1	cyto	22	1
PF3D7_0205500.1-p1	cyto_nucl	12.5	2
PF3D7_0205500.1-p1	extr	4	3
PF3D7_0205500.1-p1	pero	3	4
PF3D7_0205600.1-p1	cyto	22	1
PF3D7_0205600.1-p1	cyto_nucl	15.8333	2
PF3D7_0205600.1-p1	cyto_pero	13.6667	3
PF3D7_0205600.1-p1	nucl	4.5	4
PF3D7_0205700.2-p1	cyto	28	1
PF3D7_0205700.2-p1	nucl	2	2
PF3D7_0205800.1-p1	cyto	16.5	1
PF3D7_0205800.1-p1	cyto_nucl	11.5	2
PF3D7_0205800.1-p1	extr	8	3
PF3D7_0205800.1-p1	nucl	3.5	4
PF3D7_0205900.1-p1	cyto	22	1
PF3D7_0205900.1-p1	cyto_nucl	14.8333	2
PF3D7_0205900.1-p1	cyto_mito	12.3333	3
PF3D7_0205900.1-p1	nucl	6.5	4
PF3D7_0206000.1-p1	cyto	21	1
PF3D7_0206000.1-p1	nucl	4	2
PF3D7_0206000.1-p1	extr	2	3
PF3D7_0206000.1-p1	mito	2	4
PF3D7_0206100.1-p1	extr	28	1
PF3D7_0206100.1-p1	E.R.	2.5	2
PF3D7_0206200.1-p1	plas	32	1
PF3D7_0206500.1-p1	cyto_nucl	17.5	1
PF3D7_0206500.1-p1	nucl	15.5	2
PF3D7_0206500.1-p1	cyto	14.5	3
PF3D7_0206600.1-p1	cyto	15	1
PF3D7_0206600.1-p1	extr	12	2
PF3D7_0206600.1-p1	cyto_nucl	10.3333	3
PF3D7_0206600.1-p1	cyto_plas	8.33333	4
PF3D7_0206700.1-p1	cyto	21	1
PF3D7_0206700.1-p1	nucl	7	2
PF3D7_0206700.1-p1	extr	1	3
PF3D7_0206700.1-p1	E.R.	1	4
PF3D7_0206700.1-p1	pero	1	5
PF3D7_0206700.1-p1	cysk	1	6
PF3D7_0206800.1-p1	pero	16	1
PF3D7_0206800.1-p1	extr	8	2
PF3D7_0206800.1-p1	cyto_pero	8	3
PF3D7_0206800.1-p1	extr_plas	7	4
PF3D7_0206900.1-p1	plas	20	1
PF3D7_0206900.1-p1	pero	9	2
PF3D7_0207000.1-p1	extr	13	1
PF3D7_0207000.1-p1	plas	9	2
PF3D7_0207000.1-p1	pero	7	3
PF3D7_0207100.1-p1	nucl	18.5	1
PF3D7_0207100.1-p1	cyto_nucl	18	2
PF3D7_0207100.1-p1	cyto	12.5	3
PF3D7_0207200.1-p1	extr	17	1
PF3D7_0207200.1-p1	nucl	6	2
PF3D7_0207200.1-p1	cyto_nucl	5.5	3
PF3D7_0207200.1-p1	mito	4	4
PF3D7_0207200.1-p1	cyto	3	5
PF3D7_0207300.1-p1	mito	12	1
PF3D7_0207300.1-p1	extr	7	2
PF3D7_0207300.1-p1	cyto	7	3
PF3D7_0207300.1-p1	nucl	4	4
PF3D7_0207300.1-p1	cyto_pero	4	5
PF3D7_0207400.1-p1	E.R.	14.5	1
PF3D7_0207400.1-p1	E.R._golg	11.5	2
PF3D7_0207400.1-p1	extr	8	3
PF3D7_0207400.1-p1	golg	7.5	4
PF3D7_0207500.1-p1	extr	13	1
PF3D7_0207500.1-p1	pero	6	2
PF3D7_0207500.1-p1	nucl	3	3
PF3D7_0207500.1-p1	E.R.	3	4
PF3D7_0207500.1-p1	cyto	2.5	5
PF3D7_0207500.1-p1	cyto_mito	2.5	6
PF3D7_0207500.1-p1	plas	2	7
PF3D7_0207600.1-p1	extr	17	1
PF3D7_0207600.1-p1	golg	7	2
PF3D7_0207600.1-p1	E.R.	3	3
PF3D7_0207600.1-p1	pero	2	4
PF3D7_0207600.1-p1	lyso	2	5
PF3D7_0207700.1-p1	extr	18	1
PF3D7_0207700.1-p1	cyto	10	2
PF3D7_0207700.1-p1	cyto_nucl	7	3
PF3D7_0207700.1-p1	nucl	2	4
PF3D7_0207800.1-p1	extr	16	1
PF3D7_0207800.1-p1	E.R.	6	2
PF3D7_0207800.1-p1	plas	4	3
PF3D7_0207800.1-p1	lyso	4	4
PF3D7_0207900.1-p1	extr	18	1
PF3D7_0207900.1-p1	cyto	10.5	2
PF3D7_0207900.1-p1	cyto_nucl	6.5	3
PF3D7_0208000.1-p1	extr	13	1
PF3D7_0208000.1-p1	E.R.	7.5	2
PF3D7_0208000.1-p1	extr_plas	7.5	3
PF3D7_0208000.1-p1	E.R._golg	7.5	4
PF3D7_0208000.1-p1	golg	4.5	5
PF3D7_0208100.1-p1	plas	14	1
PF3D7_0208100.1-p1	E.R.	9	2
PF3D7_0208100.1-p1	pero	7	3
PF3D7_0208100.1-p1	extr_plas	7	4
PF3D7_0208100.1-p1	cysk_plas	7	5
PF3D7_0208100.1-p1	cyto_plas	7	6
PF3D7_0208200.1-p1	cyto_nucl	16.5	1
PF3D7_0208200.1-p1	cyto	15.5	2
PF3D7_0208200.1-p1	nucl	12.5	3
PF3D7_0208300.1-p1	cyto	12.5	1
PF3D7_0208300.1-p1	mito	8.5	2
PF3D7_0208300.1-p1	cyto_nucl	8.5	3
PF3D7_0208300.1-p1	mito_pero	5.5	4
PF3D7_0208300.1-p1	nucl	3.5	5
PF3D7_0208300.1-p1	plas	3	6
PF3D7_0208400.1-p1	plas	29	1
PF3D7_0208500.1-p1	extr	16	1
PF3D7_0208500.1-p1	E.R.	15	2
PF3D7_0208600.1-p1	cyto	15	1
PF3D7_0208600.1-p1	mito	10	2
PF3D7_0208600.1-p1	E.R.	3	3
PF3D7_0208600.1-p1	nucl	2	4
PF3D7_0208700.1-p1	cyto	10	1
PF3D7_0208700.1-p1	mito	9	2
PF3D7_0208700.1-p1	cyto_nucl	8.5	3
PF3D7_0208700.1-p1	nucl	5	4
PF3D7_0208700.1-p1	plas	4	5
PF3D7_0208800.1-p1	extr	29	1
PF3D7_0208900.1-p1	pero	8	1
PF3D7_0208900.1-p1	plas	5	2
PF3D7_0208900.1-p1	cyto	4.5	3
PF3D7_0208900.1-p1	extr_plas	4.5	4
PF3D7_0208900.1-p1	extr	4	5
PF3D7_0208900.1-p1	E.R.	4	6
PF3D7_0208900.1-p1	cyto_mito	3.83333	7
PF3D7_0208900.1-p1	E.R._mito	3.66667	8
PF3D7_0208900.1-p1	nucl	3	9
PF3D7_0209000.1-p1	E.R._golg	7.5	1
PF3D7_0209000.1-p1	extr	7	2
PF3D7_0209000.1-p1	E.R.	6.5	3
PF3D7_0209000.1-p1	golg	5.5	4
PF3D7_0209000.1-p1	plas	5	5
PF3D7_0209000.1-p1	mito_pero	4	6
PF3D7_0209000.1-p1	pero	3.5	7
PF3D7_0209100.1-p1	cyto	19	1
PF3D7_0209100.1-p1	nucl	10	2
PF3D7_0209100.1-p1	cyto_mito	10	3
PF3D7_0209200.1-p1	cyto_nucl	12.5	1
PF3D7_0209200.1-p1	extr	12	2
PF3D7_0209200.1-p1	cyto	11	3
PF3D7_0209200.1-p1	nucl	8	4
PF3D7_0209300.1-p1	extr	32	1
PF3D7_0209400.1-p1	cyto	28	1
PF3D7_0209400.1-p1	cyto_nucl	16	2
PF3D7_0209500.1-p1	cyto	18	1
PF3D7_0209500.1-p1	nucl	13	2
PF3D7_0209600.1-p1	plas	30	1
PF3D7_0209700.1-p1	nucl	32	1
PF3D7_0209800.1-p1	cyto_nucl	18.3333	1
PF3D7_0209800.1-p1	cyto	17	2
PF3D7_0209800.1-p1	nucl	12.5	3
PF3D7_0209800.1-p1	cyto_pero	10.8333	4
PF3D7_0210000.1-p1	cyto	10.5	1
PF3D7_0210000.1-p1	cyto_mito	8.83333	2
PF3D7_0210000.1-p1	extr	8	3
PF3D7_0210000.1-p1	mito	6	4
PF3D7_0210000.1-p1	E.R._mito	4.33333	5
PF3D7_0210000.1-p1	lyso	3	6
PF3D7_0210100.1-p1	extr	16	1
PF3D7_0210100.1-p1	nucl	9	2
PF3D7_0210100.1-p1	cyto	7	3
PF3D7_0210100.2-p1	extr	16	1
PF3D7_0210100.2-p1	nucl	16	2
PF3D7_0210200.1-p1	plas	24	1
PF3D7_0210200.1-p1	E.R.	4	2
PF3D7_0210200.1-p1	nucl	2	3
PF3D7_0210200.1-p1	cyto	2	4
PF3D7_0210200.1-p1	cyto_nucl	2	5
PF3D7_0210200.1-p1	E.R._mito	2	6
PF3D7_0210200.1-p1	E.R._golg	2	7
PF3D7_0210300.1-p1	plas	32	1
PF3D7_0210400.1-p1	mito	22	1
PF3D7_0210400.1-p1	extr	6	2
PF3D7_0210400.1-p1	nucl	4	3
PF3D7_0210500.1-p1	cyto	25	1
PF3D7_0210500.1-p1	cyto_nucl	15.3333	2
PF3D7_0210500.1-p1	cyto_plas	13.8333	3
PF3D7_0210500.1-p1	nucl	4.5	4
PF3D7_0210600.1-p1	E.R.	21	1
PF3D7_0210600.1-p1	extr	9	2
PF3D7_0210700.1-p1	cyto	19	1
PF3D7_0210700.1-p1	mito	4.5	2
PF3D7_0210700.1-p1	E.R._mito	3	3
PF3D7_0210700.1-p1	plas	2	4
PF3D7_0210700.1-p1	nucl	2	5
PF3D7_0210700.1-p1	pero	2	6
PF3D7_0210800.1-p1	E.R.	17	1
PF3D7_0210800.1-p1	extr	7	2
PF3D7_0210800.1-p1	pero	4	3
PF3D7_0210800.1-p1	plas	3	4
PF3D7_0210900.1-p1	nucl	18	1
PF3D7_0210900.1-p1	cyto_nucl	16	2
PF3D7_0210900.1-p1	cyto	12	3
PF3D7_0211100.1-p1	cyto	24.5	1
PF3D7_0211100.1-p1	cyto_nucl	15	2
PF3D7_0211100.1-p1	nucl	4.5	3
PF3D7_0211200.1-p1	cyto	23	1
PF3D7_0211200.1-p1	cyto_nucl	12.3333	2
PF3D7_0211200.1-p1	cyto_plas	12.3333	3
PF3D7_0211200.1-p1	extr	4	4
PF3D7_0211300.1-p1	nucl	9	1
PF3D7_0211300.1-p1	mito	9	2
PF3D7_0211300.1-p1	mito_nucl	9	3
PF3D7_0211300.1-p1	cyto	8	4
PF3D7_0211400.1-p1	cyto	13.5	1
PF3D7_0211400.1-p1	extr	9	2
PF3D7_0211400.1-p1	cyto_pero	7.5	3
PF3D7_0211400.1-p1	mito	4	4
PF3D7_0211400.1-p1	E.R.	2	5
PF3D7_0211400.1-p1	lyso	2	6
PF3D7_0211500.1-p1	plas	25	1
PF3D7_0211500.1-p1	nucl	3	2
PF3D7_0211500.1-p1	pero	2.5	3
PF3D7_0211500.1-p1	mito_pero	2.5	4
PF3D7_0211600.1-p1	plas	20	1
PF3D7_0211600.1-p1	extr	10	2
PF3D7_0211600.1-p1	cysk_plas	10	3
PF3D7_0211600.1-p1	cyto_plas	10	4
PF3D7_0211700.1-p1	mito	16	1
PF3D7_0211700.1-p1	cyto	9.5	2
PF3D7_0211700.1-p1	cyto_nucl	7.5	3
PF3D7_0211700.1-p1	nucl	4.5	4
PF3D7_0211800.1-p1	cyto_nucl	18.6667	1
PF3D7_0211800.1-p1	cyto	16	2
PF3D7_0211800.1-p1	nucl	15	3
PF3D7_0211800.1-p1	cyto_mito	9.33333	4
PF3D7_0211800.1-p1	cyto_plas	9.33333	5
PF3D7_0211900.1-p1	mito	28	1
PF3D7_0211900.1-p1	cyto	4	2
PF3D7_0212000.1-p1	plas	30	1
PF3D7_0212100.1-p1	nucl	17	1
PF3D7_0212100.1-p1	cyto	14	2
PF3D7_0212200.1-p1	nucl	12.5	1
PF3D7_0212200.1-p1	cyto_nucl	12.5	2
PF3D7_0212200.1-p1	cyto	11.5	3
PF3D7_0212200.1-p1	mito	8	4
PF3D7_0212300.1-p1	cyto	18.5	1
PF3D7_0212300.1-p1	cyto_nucl	14.3333	2
PF3D7_0212300.1-p1	cyto_pero	11.8333	3
PF3D7_0212300.1-p1	nucl	6	4
PF3D7_0212300.1-p1	pero	3.5	5
PF3D7_0212400.1-p1	plas	32	1
PF3D7_0212500.1-p1	cyto	12.5	1
PF3D7_0212500.1-p1	nucl	11	2
PF3D7_0212500.1-p1	cyto_mito	7.66667	3
PF3D7_0212500.1-p1	pero	5	4
PF3D7_0212500.1-p1	mito_pero	4.33333	5
PF3D7_0212600.1-p1	extr	31	1
PF3D7_0212700.1-p1	cyto	19.5	1
PF3D7_0212700.1-p1	cyto_nucl	17.3333	2
PF3D7_0212700.1-p1	cyto_plas	11	3
PF3D7_0212700.1-p1	nucl	9	4
PF3D7_0212800.1-p1	plas	32	1
PF3D7_0212900.1-p1	cyto	15	1
PF3D7_0212900.1-p1	extr	9	2
PF3D7_0212900.1-p1	nucl	5	3
PF3D7_0213000.1-p1	cyto	24.5	1
PF3D7_0213000.1-p1	cyto_nucl	14.5	2
PF3D7_0213000.1-p1	extr	2	3
PF3D7_0213000.1-p1	mito	2	4
PF3D7_0213000.1-p1	pero	2	5
PF3D7_0213000.1-p1	mito_pero	2	6
PF3D7_0213100.1-p1	nucl	19.5	1
PF3D7_0213100.1-p1	cyto_nucl	16.5	2
PF3D7_0213100.1-p1	cyto	10.5	3
PF3D7_0213200.1-p1	mito	11	1
PF3D7_0213200.1-p1	plas	8	2
PF3D7_0213200.1-p1	cyto	8	3
PF3D7_0213200.1-p1	cyto_plas	8	4
PF3D7_0213300.1-p1	mito	18.5	1
PF3D7_0213300.1-p1	mito_nucl	12.5	2
PF3D7_0213300.1-p1	cyto	7	3
PF3D7_0213300.1-p1	nucl	5.5	4
PF3D7_0213400.1-p1	cyto	22	1
PF3D7_0213400.1-p1	cyto_nucl	17.5	2
PF3D7_0213400.1-p1	nucl	9	3
PF3D7_0213500.1-p1	cyto	24	1
PF3D7_0213500.1-p1	cyto_nucl	18.8333	2
PF3D7_0213500.1-p1	cyto_pero	13.8333	3
PF3D7_0213500.1-p1	nucl	6.5	4
PF3D7_0213600.1-p1	pero	16	1
PF3D7_0213600.1-p1	plas	6	2
PF3D7_0213600.1-p1	cyto	4	3
PF3D7_0213600.1-p1	extr_plas	4	4
PF3D7_0213700.1-p1	extr	23	1
PF3D7_0213700.1-p1	nucl	6	2
PF3D7_0213700.1-p1	cyto_nucl	4.5	3
PF3D7_0213800.1-p1	cyto	16	1
PF3D7_0213800.1-p1	cyto_nucl	16	2
PF3D7_0213800.1-p1	nucl	14	3
PF3D7_0213900.1-p1	cyto	23.5	1
PF3D7_0213900.1-p1	cyto_mito	13.6667	2
PF3D7_0213900.1-p1	nucl	4	3
PF3D7_0213900.1-p1	mito_pero	2.83333	4
PF3D7_0214000.1-p1	cyto	26.5	1
PF3D7_0214000.1-p1	cyto_nucl	14.5	2
PF3D7_0214000.1-p1	lyso	2	3
PF3D7_0214100.1-p1	cyto	17.5	1
PF3D7_0214100.1-p1	cyto_nucl	12.5	2
PF3D7_0214100.1-p1	nucl	6.5	3
PF3D7_0214100.1-p1	cysk	4	4
PF3D7_0214200.1-p1	mito	17	1
PF3D7_0214200.1-p1	nucl	5	2
PF3D7_0214200.1-p1	cyto	4	3
PF3D7_0214200.1-p1	pero	3	4
PF3D7_0214300.1-p1	nucl	20	1
PF3D7_0214300.1-p1	cyto_nucl	16.3333	2
PF3D7_0214300.1-p1	cyto	10.5	3
PF3D7_0214300.1-p1	cyto_mito	6.16667	4
PF3D7_0214400.1-p1	cyto_nucl	18.3333	1
PF3D7_0214400.1-p1	cyto	17	2
PF3D7_0214400.1-p1	nucl	14.5	3
PF3D7_0214400.1-p1	cyto_mito	9.66667	4
PF3D7_0214500.1-p1	mito	16	1
PF3D7_0214500.1-p1	cyto	11.5	2
PF3D7_0214500.1-p1	cyto_nucl	8	3
PF3D7_0214500.1-p1	E.R._mito	8	4
PF3D7_0214600.1-p1	cyto_nucl	15.6667	1
PF3D7_0214600.1-p1	cyto	15.5	2
PF3D7_0214600.1-p1	nucl	14.5	3
PF3D7_0214600.1-p1	cyto_mito	8.66667	4
PF3D7_0214600.1-p1	cyto_plas	8.66667	5
PF3D7_0214700.1-p1	cyto_nucl	17.1667	1
PF3D7_0214700.1-p1	cyto	15.5	2
PF3D7_0214700.1-p1	cyto_plas	10	3
PF3D7_0214700.1-p1	nucl	9.5	4
PF3D7_0214700.1-p1	extr	3	5
PF3D7_0214800.1-p1	plas	32	1
PF3D7_0214900.1-p1	E.R.	21.5	1
PF3D7_0214900.1-p1	E.R._golg	13.5	2
PF3D7_0214900.1-p1	golg	4.5	3
PF3D7_0214900.1-p1	pero	2	4
PF3D7_0214900.1-p1	lyso	2	5
PF3D7_0215000.1-p1	E.R.	13.5	1
PF3D7_0215000.1-p1	extr	9	2
PF3D7_0215000.1-p1	E.R._golg	8.5	3
PF3D7_0215000.1-p1	mito_pero	4	4
PF3D7_0215000.1-p1	mito	2.5	5
PF3D7_0215000.1-p1	pero	2.5	6
PF3D7_0215000.1-p1	golg	2.5	7
PF3D7_0215100.1-p1	cyto	15	1
PF3D7_0215100.1-p1	nucl	5	2
PF3D7_0215100.1-p1	mito_pero	4.5	3
PF3D7_0215100.1-p1	mito	4	4
PF3D7_0215100.1-p1	plas	3	5
PF3D7_0215100.1-p1	pero	3	6
PF3D7_0215200.1-p1	nucl	22.5	1
PF3D7_0215200.1-p1	cyto_nucl	13.5	2
PF3D7_0215200.1-p1	cyto	3.5	3
PF3D7_0215200.1-p1	mito	3	4
PF3D7_0215300.1-p1	E.R.	14	1
PF3D7_0215300.1-p1	plas	8.5	2
PF3D7_0215300.1-p1	extr_plas	6.5	3
PF3D7_0215300.1-p1	pero	6	4
PF3D7_0215400.1-p1	nucl	26.5	1
PF3D7_0215400.1-p1	cyto_nucl	17.5	2
PF3D7_0215400.1-p1	cyto	5.5	3
PF3D7_0215500.1-p1	cyto	18.5	1
PF3D7_0215500.1-p1	cyto_nucl	16.8333	2
PF3D7_0215500.1-p1	nucl	13	3
PF3D7_0215500.1-p1	cyto_mito	10.1667	4
PF3D7_0215600.1-p1	plas	28	1
PF3D7_0215600.1-p1	cyto	4	2
PF3D7_0215700.1-p1	cyto	16	1
PF3D7_0215700.1-p1	cyto_nucl	15.5	2
PF3D7_0215700.1-p1	nucl	13	3
PF3D7_0215800.1-p1	nucl	18	1
PF3D7_0215800.1-p1	cyto	13	2
PF3D7_0215900.1-p1	plas	18	1
PF3D7_0215900.1-p1	extr	11	2
PF3D7_0216000.1-p1	nucl	18	1
PF3D7_0216000.1-p1	cyto	13.5	2
PF3D7_0216000.1-p1	cyto_mito	7.5	3
PF3D7_0216100.1-p1	cyto	13	1
PF3D7_0216100.1-p1	cyto_nucl	10.5	2
PF3D7_0216100.1-p1	cyto_mito	10.5	3
PF3D7_0216100.1-p1	mito	7.5	4
PF3D7_0216100.1-p1	nucl	6	5
PF3D7_0216100.1-p1	mito_pero	6	6
PF3D7_0216200.1-p1	cyto_nucl	15	1
PF3D7_0216200.1-p1	nucl	13	2
PF3D7_0216200.1-p1	cyto	13	3
PF3D7_0216200.1-p1	extr	3	4
PF3D7_0216200.1-p1	mito	3	5
PF3D7_0216300.1-p1	mito	13.5	1
PF3D7_0216300.1-p1	nucl	10	2
PF3D7_0216300.1-p1	mito_pero	7.5	3
PF3D7_0216300.1-p1	cyto	3	4
PF3D7_0216300.1-p1	E.R.	2	5
PF3D7_0216300.1-p1	golg	2	6
PF3D7_0216300.1-p1	E.R._golg	2	7
PF3D7_0216300.1-p1	cyto_plas	2	8
PF3D7_0216400.1-p1	cyto	19	1
PF3D7_0216400.1-p1	cyto_nucl	15.5	2
PF3D7_0216400.1-p1	nucl	8	3
PF3D7_0216400.1-p1	cysk	3	4
PF3D7_0216500.1-p1	cyto_nucl	18	1
PF3D7_0216500.1-p1	nucl	16	2
PF3D7_0216500.1-p1	cyto	16	3
PF3D7_0216600.1-p1	plas	32	1
PF3D7_0216700.1-p1	cyto_nucl	17.8333	1
PF3D7_0216700.1-p1	nucl	16.5	2
PF3D7_0216700.1-p1	cyto	14	3
PF3D7_0216700.1-p1	cyto_mito	8.16667	4
PF3D7_0216800.1-p1	plas	30	1
PF3D7_0216900.1-p1	cyto_nucl	18.8333	1
PF3D7_0216900.1-p1	cyto	17	2
PF3D7_0216900.1-p1	nucl	11.5	3
PF3D7_0216900.1-p1	cyto_pero	10.5	4
PF3D7_0217000.1-p1	plas	30	1
PF3D7_0217100.1-p1	cyto	22.5	1
PF3D7_0217100.1-p1	cyto_nucl	12	2
PF3D7_0217100.1-p1	mito	9	3
PF3D7_0217200.1-p1	mito	11.5	1
PF3D7_0217200.1-p1	nucl	7.5	2
PF3D7_0217200.1-p1	cyto_nucl	7	3
PF3D7_0217200.1-p1	mito_pero	7	4
PF3D7_0217200.1-p1	cyto	5.5	5
PF3D7_0217200.1-p1	plas	3	6
PF3D7_0217300.1-p1	mito	11	1
PF3D7_0217300.1-p1	cyto_mito	11	2
PF3D7_0217300.1-p1	cyto	10.5	3
PF3D7_0217300.1-p1	cyto_nucl	8	4
PF3D7_0217400.1-p1	cyto	26	1
PF3D7_0217400.1-p1	mito	4	2
PF3D7_0217400.1-p1	E.R._mito	3.5	3
PF3D7_0217500.1-p1	nucl	20	1
PF3D7_0217500.1-p1	cyto_nucl	16.5	2
PF3D7_0217500.1-p1	cyto	9	3
PF3D7_0217600.1-p1	cyto	13	1
PF3D7_0217600.1-p1	nucl	9	2
PF3D7_0217600.1-p1	cyto_mito	8.33333	3
PF3D7_0217600.1-p1	plas	2.5	4
PF3D7_0217600.1-p1	extr_plas	2.5	5
PF3D7_0217600.1-p1	mito_pero	2.16667	6
PF3D7_0217600.1-p1	golg	2	7
PF3D7_0217700.1-p1	cyto	16	1
PF3D7_0217700.1-p1	cyto_nucl	12	2
PF3D7_0217700.1-p1	extr	9	3
PF3D7_0217700.1-p1	nucl	4	4
PF3D7_0217800.1-p1	cyto	14	1
PF3D7_0217800.1-p1	nucl	10	2
PF3D7_0217800.1-p1	mito	5	3
PF3D7_0217900.1-p1	mito	20	1
PF3D7_0217900.1-p1	cyto	7	2
PF3D7_0217900.1-p1	nucl	2	3
